x,y,z
1.913,5.32,-1.944
-0.906,6.059,10.292
10.741,10.142,6.134
1.648,4.923,-1.839
7.359,3.91,11.207
7.07,5.182,3.634
10.887,11.374,6.311
7.284,2.19,10.391
4.901,4.715,4.734
3.905,4.252,4.847
1.757,5.54,-1.629
11.21,11.255,6.534
11.2,11.017,4.304
11.05,11.568,4.448
4.276,4.558,4.062
4.129,4.437,5.043
-1.285,6.73,9.491
11.859,8.97,9.055
10.64,8.872,9.172
12.614,0.53,8.657
9.889,9.272,9.03
11.659,9.436,9.202
4.732,5.472,4.439
1.71,4.727,-1.872
9.392,13.46,3.972
11.527,10.76,6.556
4.579,5.635,2.954
12.199,11.72,3.378
9.881,11.99,4.091
6.052,4.967,-0.322
9.384,9.48,8.695
11.75,10.43,6.649
-0.71,5.687,9.204
11.398,10.465,6.277
6.528,5.34,3.584
12.23,11.691,3.385
9.611,12.819,3.961
11.765,10.268,6.613
11.198,-0.864,5.352
6.286,2.625,11.305
10.685,12.856,3.514
11.113,11.246,6.36
4.464,3.921,4.518
-0.62,6.069,10.239
11.097,11.575,4.294
11.839,-0.448,7.639
2.414,5.104,-1.741
6.532,3.141,11.504
1.42,5.243,-1.523
3.58,3.806,4.901
9.519,10.452,9.233
10.836,12.499,3.466
6.578,3.328,10.782
0.413,5.929,-1.988
-0.71,6.677,-1.316
10.611,9.506,9.519
10.144,-1.631,3.899
9.097,4.961,3.362
9.032,13.201,5.25
-0.474,5.874,10.218
9.405,13.439,3.953
11.567,-0.62,7.456
9.522,12.407,4.083
6.662,3.282,11.165
11.551,-0.803,5.523
8.331,5.097,3.588
1.348,5.111,-1.932
11.162,11.754,3.495
1.444,5.909,-2.2
11.691,8.975,9.274
4.865,5.861,2.49
8.423,4.842,3.288
10.019,9.989,9.507
-0.661,6.589,10.528
4.993,5.586,2.069
12.039,0.203,7.664
9.692,12.563,3.971
7.352,3.414,11.131
8.8,4.801,3.264
11.592,12.285,3.277
9.981,10.246,9.105
11.015,9.119,9.338
4.406,4.235,4.264
9.383,4.762,3.291
10.246,12.812,4.105
11.085,11.125,6.304
3.66,4.048,4.069
8.537,5.398,3.647
0.642,6.035,-1.83
10.141,9.73,9.484
4.681,4.983,4.963
11.501,11.085,3.894
2.34,5.28,-1.798
10.624,8.738,9.126
11.034,-1.166,5.277
10.113,9.772,9.444
10.347,12.128,4.351
3.646,3.827,4.967
4.041,3.874,4.118
11.514,10.22,6.455
7.371,4.906,3.716
8.29,4.987,3.758
11.082,-1.602,4.205
11.279,11.196,6.507
2.361,5.461,-2.033
3.491,3.976,4.626
11.511,-1.369,4.649
10.537,-0.989,4.905
10.365,11.448,5.893
6.072,5.01,-0.063
7.075,2.851,10.926
8.271,5.274,3.724
11.441,12.092,3.518
7.288,3.333,11.065
11.278,10.123,6.345
10.191,9.318,9.362
10.949,-1.371,4.656
10.531,11.993,3.568
7.312,5.051,3.912
7.204,3.314,11.068
10.463,11.466,5.56
1.666,5.659,-2.062
10.352,12.7,3.557
11.541,-0.232,7.184
5.188,5.237,4.71
10.534,11.646,3.8
7.198,2.643,11.034
5.665,5.192,0.287
5.987,3.22,11.043
5.97,5.101,0.12
0.289,6.299,-1.639
8.609,4.818,3.277
-0.579,5.745,9.747
0.653,5.665,-1.806
7.216,2.697,10.152
11.123,11.777,3.469
10.596,11.916,6.24
10.816,11.938,3.469
11.851,10.206,6.809
11.026,11.819,3.54
-1.22,7.907,10.084
11.594,-0.288,7.509
4.617,5.186,2.054
8.15,5.374,3.63
11.505,11.674,3.816
10.285,8.841,9.045
7.329,5.102,4.325
6.262,4.842,-0.465
11.488,10.069,6.247
6.213,4.825,-0.417
10.325,11.268,5.931
11.538,-0.212,7.213
5.67,5.865,1.187
8.439,4.655,3.4
4.642,5.56,4.22
11.029,11.049,6.414
11.433,10.294,6.412
10.859,-0.847,5.815
8.657,4.642,3.731
3.364,3.685,4.932
8.088,5.035,3.611
0.609,5.483,-1.879
5.319,5.614,1.181
6.661,3.511,11.633
10.542,8.779,9.194
6.578,2.59,10.843
11.846,8.73,9.322
1.155,5.343,-2.057
-0.565,5.836,10.119
10.777,11.557,6.092
10.328,10.198,9.611
11.393,10.44,6.417
9.847,12.626,4.0
1.499,5.26,-1.84
-1.706,7.366,10.184
6.609,4.983,-0.619
3.788,4.094,4.227
6.118,5.16,-0.105
9.217,10.957,9.217
3.86,3.938,5.093
11.665,10.22,6.508
3.851,3.961,5.063
1.631,6.214,-1.916
8.934,5.195,3.469
4.693,4.71,4.95
12.058,0.085,7.248
9.307,10.355,9.225
1.261,5.117,-1.786
4.696,5.145,1.754
6.2,4.864,-0.435
9.582,9.53,8.761
1.102,5.06,-1.835
6.02,5.938,0.505
9.232,4.863,3.45
7.383,2.359,10.623
11.637,-0.176,7.764
11.005,9.34,9.497
11.171,11.028,6.473
7.102,2.794,10.21
11.364,8.426,9.186
4.932,5.371,4.315
1.657,5.217,-1.911
9.3,9.634,8.846
9.228,4.703,3.361
5.215,5.934,2.213
3.789,3.411,4.813
9.73,8.964,8.647
10.387,10.064,9.431
7.494,5.448,4.012
11.318,11.84,3.424
-0.578,6.482,10.812
11.024,8.961,9.122
4.874,4.195,5.068
-0.414,5.788,10.114
2.285,5.7,-1.906
3.479,3.768,4.976
3.876,4.676,3.866
11.1,9.147,9.286
10.611,-1.678,4.026
11.327,10.675,6.32
4.781,5.839,2.785
3.859,3.766,4.572
1.774,4.732,-1.833
-0.488,5.903,10.257
10.06,12.461,5.72
6.985,3.597,11.465
7.79,5.25,4.147
-1.014,7.376,10.511
4.526,5.012,4.85
11.983,0.058,8.073
-0.371,6.648,-1.697
-0.862,6.936,10.231
-1.555,6.847,10.124
11.587,-0.216,7.644
9.399,11.666,5.497
-0.713,6.642,10.268
-1.302,6.784,9.7
11.205,11.734,3.51
7.491,3.594,10.987
11.733,-0.058,7.142
9.023,12.928,5.322
-0.403,5.715,10.005
4.934,4.871,4.511
11.197,11.978,3.509
9.41,13.428,3.935
10.923,9.18,9.32
5.545,5.877,1.477
11.216,10.778,6.226
8.411,4.469,3.926
6.302,3.033,11.261
-1.722,7.176,9.785
-0.386,5.717,10.051
8.312,4.902,3.616
1.725,5.208,-1.926
7.427,3.186,10.365
6.28,2.87,11.445
10.599,8.831,9.449
1.343,5.271,-1.908
10.741,-1.485,4.336
6.609,3.276,11.07
10.466,10.978,5.571
6.709,3.145,10.987
2.324,4.962,-1.733
10.361,11.42,6.081
10.103,9.295,9.309
10.07,11.832,5.999
6.036,5.851,0.627
-0.658,6.597,10.848
1.922,5.379,-1.923
12.356,0.132,8.393
5.504,5.741,1.333
5.99,3.048,12.183
10.199,12.738,3.637
3.754,4.45,4.299
11.413,11.011,6.16
12.126,11.232,3.563
10.08,9.959,8.581
5.969,4.967,-0.094
-0.302,6.609,-1.809
1.968,4.937,-2.032
9.259,10.975,9.354
10.929,9.757,9.548
1.035,6.12,-1.939
9.182,4.241,3.657
4.72,5.796,2.943
11.713,9.863,6.594
10.387,8.897,9.312
-0.417,6.43,10.909
-0.195,6.644,-1.771
12.487,0.596,8.23
10.12,11.115,5.455
6.068,3.17,12.186
4.191,4.939,3.61
3.957,4.298,5.217
6.122,5.444,0.145
11.664,12.132,3.273
4.678,4.996,4.726
6.364,4.767,-0.58
8.117,5.077,4.27
2.003,4.634,-1.813
4.887,4.246,5.051
11.202,9.298,9.732
6.823,2.145,10.505
9.591,4.509,3.28
9.465,13.496,3.974
11.736,9.753,6.71
5.976,5.307,-0.076
-0.541,6.398,10.819
5.988,3.557,10.824
12.025,0.003,7.058
9.66,12.27,3.985
6.211,3.264,12.111
-0.503,6.714,-1.684
3.666,4.365,5.063
10.396,-1.587,4.603
11.659,8.9,9.401
10.209,-1.769,3.473
9.606,4.551,3.277
-1.146,6.43,8.84
12.072,9.778,7.055
1.162,5.519,-2.066
9.331,4.577,3.646
11.352,-1.151,6.3
11.976,10.09,6.832
9.45,13.436,3.913
11.96,11.243,3.555
9.568,12.476,5.751
12.489,0.188,7.567
8.344,4.629,4.1
11.983,9.929,6.904
-0.455,6.654,-1.694
5.948,4.789,-0.307
5.586,5.66,0.673
3.457,3.755,5.178
4.629,4.133,4.603
-0.768,6.453,10.641
10.104,-1.682,4.064
12.368,0.07,8.524
4.566,5.002,4.361
9.587,4.615,3.4
4.392,3.919,4.945
12.572,0.565,8.684
5.666,3.157,11.708
-0.8,6.664,10.796
10.578,9.836,9.735
6.581,4.954,-0.608
5.301,5.548,1.175
12.301,0.181,7.982
8.408,4.986,3.723
5.959,4.938,-0.137
4.106,4.053,4.062
12.069,11.996,3.249
0.063,6.61,-1.828
-0.663,6.904,10.775
5.218,5.724,1.527
11.292,8.909,8.717
6.647,3.484,10.537
1.384,5.537,-2.247
-0.38,6.858,-1.711
-0.704,6.634,10.288
11.999,-0.337,6.792
12.316,0.511,8.34
9.828,12.106,4.026
11.612,9.074,9.161
10.765,10.409,5.761
-0.715,6.797,10.833
-1.304,6.891,9.192
1.972,4.771,-1.938
-0.085,6.748,-1.741
9.608,4.659,3.251
2.237,5.761,-1.937
11.895,10.139,6.735
10.074,12.667,3.98
5.714,4.804,0.004
6.178,2.87,11.008
12.072,11.209,3.536
10.787,-0.827,5.727
11.685,9.047,9.365
10.489,11.065,6.303
2.062,4.662,-1.873
5.074,5.381,1.16
-0.636,6.499,10.672
9.057,13.257,5.028
9.524,4.379,3.412
1.038,6.507,-2.012
12.545,0.403,7.884
9.065,13.415,5.473
11.687,8.903,9.217
5.457,5.756,0.823
11.628,9.114,9.078
4.937,5.989,2.783
12.583,0.375,8.739
10.839,-1.173,4.341
3.563,3.728,5.063
-1.624,7.394,9.822
7.082,3.797,11.478
-1.614,7.272,9.33
3.533,3.819,5.178
7.088,5.649,3.846
12.775,1.111,9.122
1.067,5.972,-1.558
12.11,11.284,3.488
-0.135,6.703,-1.662
6.096,3.154,12.196
1.093,6.312,-2.083
12.119,11.245,3.546
8.678,4.977,3.98
9.231,4.705,3.711
10.228,-1.855,3.685
12.365,0.094,8.073
9.906,12.838,3.864
11.382,8.677,8.823
10.518,-1.735,4.008
6.062,3.179,12.25
7.035,2.316,10.942
3.525,3.777,4.842
9.682,11.629,5.411
2.306,5.345,-2.025
10.972,-1.385,4.093
11.632,10.11,6.546
5.177,5.66,1.538
2.13,4.65,-1.854
5.912,2.905,11.028
3.572,3.713,4.447
9.396,12.549,5.51
6.076,3.185,12.206
0.526,6.497,-1.801
6.079,3.16,12.195
9.76,9.38,8.893
12.245,11.749,3.312
4.238,4.588,5.182
1.553,4.933,-1.899
10.198,12.527,4.238
12.033,9.886,6.956
10.908,8.518,9.003
-0.629,6.745,10.848
7.235,2.644,10.141
7.038,3.734,11.511
10.774,11.62,6.403
5.988,4.815,-0.202
9.526,12.355,4.058
5.65,4.969,0.219
-0.96,6.202,9.133
12.581,0.077,8.394
10.345,12.043,4.658
4.245,5.04,4.802
0.949,6.323,-2.021
3.687,4.523,4.257
5.766,2.944,11.836
11.708,9.826,6.643
10.092,8.635,8.825
5.611,4.693,0.014
4.965,4.933,4.709
11.701,9.012,9.406
-1.613,7.692,9.91
11.866,10.261,6.794
5.109,5.314,1.276
9.64,4.489,3.226
4.343,3.964,4.397
6.082,3.157,12.187
-1.603,7.554,9.243
12.65,0.616,8.786
8.866,4.373,3.684
3.591,3.883,5.155
-0.717,5.74,8.988
12.539,0.374,8.805
7.029,2.508,10.324
3.595,3.824,4.883
9.309,12.503,5.547
-0.968,6.213,9.994
-1.332,6.366,9.348
11.717,-0.745,5.503
9.306,10.94,9.149
7.524,2.68,10.616
12.054,9.851,6.986
3.587,4.217,4.29
11.259,10.041,6.336
10.654,11.981,3.757
6.996,2.536,9.94
5.636,5.483,0.353
7.563,5.43,3.671
1.763,5.741,-2.19
9.977,8.592,8.787
10.65,9.803,9.265
9.169,13.155,5.308
9.237,4.751,3.577
9.375,12.891,5.533
10.879,10.838,6.264
6.109,2.659,11.472
-1.344,6.751,10.314
-1.621,6.967,9.618
12.29,0.05,7.119
9.925,12.165,3.821
6.846,2.997,10.828
10.204,12.502,3.687
3.918,4.55,4.049
9.392,12.36,5.552
10.655,12.029,3.746
4.201,4.095,4.982
6.154,5.223,-0.174
10.028,9.498,9.216
1.288,5.579,-2.006
6.037,5.336,0.069
10.56,9.137,9.17
11.212,-1.455,4.831
8.99,4.995,3.731
1.698,5.197,-1.542
11.148,10.928,6.095
5.118,5.129,4.682
-1.557,7.012,10.279
9.907,13.084,3.707
11.812,-0.41,7.23
6.245,2.502,10.734
6.831,2.957,10.825
5.382,5.8,1.619
3.56,4.135,4.352
9.432,10.909,9.45
10.926,12.232,3.626
10.841,-1.744,3.922
10.538,9.754,9.617
10.006,8.782,8.625
8.798,4.482,3.789
11.857,-0.858,6.412
11.295,10.51,6.267
6.757,2.161,10.5
3.679,3.821,4.17
7.203,4.397,11.277
10.619,11.855,3.812
-1.118,7.536,10.266
12.068,-0.506,7.865
7.887,5.198,4.211
11.372,11.333,3.802
4.543,4.166,5.004
1.378,5.582,-2.125
4.669,5.606,2.296
2.116,5.499,-2.064
9.501,13.096,3.842
10.417,9.584,9.395
-1.252,6.398,9.792
4.252,4.785,4.998
9.849,-1.711,3.511
4.198,4.47,4.868
-0.971,6.975,10.58
5.813,3.012,11.617
12.151,-0.126,6.784
12.192,-0.052,6.888
-1.345,6.578,9.294
11.174,11.495,6.206
9.809,12.429,5.784
10.737,12.657,3.56
2.478,5.424,-1.908
10.8,9.469,9.275
-0.364,6.94,-1.54
3.831,4.078,4.358
5.963,5.208,0.318
5.664,5.427,0.262
9.985,12.524,3.89
11.031,11.838,3.735
1.257,6.389,-2.051
10.803,11.613,6.057
10.047,-1.687,3.586
12.047,-0.754,6.674
4.438,5.148,4.657
11.509,-0.994,6.541
11.017,-1.61,4.159
-1.41,6.918,10.039
5.868,5.725,0.788
12.096,-0.268,6.806
10.856,11.185,4.527
10.802,11.578,3.743
1.151,5.827,-2.027
1.336,5.485,-2.065
0.91,6.214,-1.766
-1.116,6.508,9.694
10.572,-1.571,3.913
7.291,2.767,10.669
-0.758,6.08,9.862
9.008,4.929,3.824
6.843,2.75,10.158
6.024,2.873,11.616
10.568,-1.987,4.083
11.81,-0.434,7.145
4.454,4.144,4.216
10.249,10.188,9.563
9.969,12.062,5.516
5.993,5.82,0.606
4.43,3.948,5.139
-1.607,7.211,10.031
5.518,3.301,11.95
-1.477,7.628,9.791
0.846,5.864,-2.001
7.254,2.423,10.688
11.287,10.171,6.303
-1.547,7.766,9.913
9.998,9.291,9.121
1.221,5.463,-2.028
9.588,12.734,5.51
10.492,11.476,5.951
11.767,-0.633,6.566
6.724,2.669,10.587
10.633,10.901,5.459
4.004,4.115,4.017
10.548,12.287,3.839
10.611,9.568,9.245
9.395,12.72,5.438
2.227,5.094,-1.947
-1.399,6.989,9.245
10.461,11.569,5.871
9.266,12.145,4.657
9.161,4.734,3.58
10.115,9.474,8.935
10.801,9.514,9.222
9.836,12.281,5.887
9.079,4.782,3.741
2.468,4.847,-1.791
10.717,11.51,6.11
4.99,5.632,2.125
6.904,2.204,10.496
6.464,3.532,11.616
7.049,2.239,10.53
4.553,5.121,4.942
10.5,11.846,6.171
12.336,0.75,8.454
9.466,4.864,3.27
7.811,4.86,3.791
1.55,4.963,-1.9
10.636,12.026,3.993
11.678,11.495,3.723
9.897,12.971,3.867
11.667,11.399,3.602
5.712,3.524,11.13
11.781,11.553,3.652
0.091,6.198,-1.801
-1.51,7.108,9.922
10.303,9.0,9.186
-1.612,7.372,10.143
9.342,9.731,8.944
8.699,4.509,3.89
5.635,3.488,11.291
-1.412,7.188,10.361
9.715,4.483,3.125
9.031,4.723,3.876
3.935,4.941,4.026
1.841,5.319,-2.053
8.229,5.098,3.885
1.107,5.281,-2.02
-0.105,6.885,-1.831
8.853,4.481,3.447
2.382,4.783,-1.458
6.201,5.19,-0.288
10.085,-2.075,3.751
11.737,-0.822,7.442
8.264,5.309,4.047
10.796,9.41,9.557
5.248,5.501,3.793
3.541,3.899,4.752
0.991,6.522,-1.994
9.051,5.001,3.696
9.682,12.424,5.696
6.168,5.441,-0.177
-1.114,6.202,9.242
-1.257,7.311,10.587
-1.643,7.449,9.537
3.697,3.728,4.778
5.957,3.429,11.054
2.216,5.054,-1.815
0.512,6.588,-2.04
11.042,9.332,9.53
9.247,5.019,3.273
3.713,3.833,4.797
6.017,5.962,0.445
12.089,-0.716,7.016
9.993,11.836,4.244
4.354,5.004,4.793
6.199,5.068,-0.276
11.144,11.075,6.301
10.117,-1.407,3.843
5.884,5.273,-0.049
-0.247,6.257,10.77
12.387,0.092,8.582
11.029,-1.171,4.382
5.975,5.753,0.172
11.88,11.292,3.651
-1.458,7.195,10.324
9.395,12.743,5.512
11.07,8.287,8.948
10.567,-1.894,4.761
6.501,2.604,10.869
4.883,5.554,2.026
10.345,9.912,9.606
8.976,12.875,5.447
11.516,12.109,3.485
-0.898,7.534,10.417
4.044,3.697,5.007
0.831,6.188,-2.06
12.124,0.015,7.592
10.164,8.831,8.659
11.095,9.244,9.58
5.632,5.734,0.789
2.23,5.017,-1.785
4.715,4.509,4.674
-1.156,6.61,9.996
10.122,-1.824,3.768
10.922,-0.878,5.132
9.517,12.828,3.81
7.358,3.427,11.131
9.589,12.263,4.05
3.882,4.644,5.01
0.618,5.623,-1.782
10.939,12.603,3.447
10.886,8.253,8.775
5.251,5.661,1.348
10.314,9.156,9.199
0.574,6.11,-2.047
10.289,11.373,5.374
9.691,10.716,9.491
7.413,3.826,11.172
8.362,5.02,3.749
10.899,11.018,5.793
9.459,12.261,5.603
8.492,4.754,3.349
-1.255,7.072,10.02
9.519,10.429,9.332
10.965,-0.771,6.083
12.446,0.484,8.987
7.403,3.654,11.1
4.708,4.697,4.545
4.749,5.448,4.432
5.231,5.371,0.987
10.675,11.901,3.544
1.543,6.222,-2.197
6.211,5.542,-0.129
-1.647,6.956,9.97
1.046,5.858,-2.033
4.115,4.043,3.932
10.25,10.375,9.488
4.095,4.686,5.093
9.346,4.847,3.256
7.405,2.653,10.606
11.011,8.265,8.49
-1.493,7.865,9.961
-0.855,6.107,9.438
9.964,11.615,5.567
11.335,-0.732,5.633
7.342,2.698,10.672
7.242,3.755,11.258
10.154,12.037,5.602
4.034,5.033,4.606
9.649,12.378,5.683
10.765,12.448,3.484
0.007,6.561,-1.914
4.682,5.547,2.039
7.227,4.39,11.275
2.441,4.856,-1.66
2.028,5.179,-1.964
10.942,9.135,9.338
0.028,6.673,-1.804
9.345,4.622,3.361
6.729,3.005,10.803
11.437,10.132,6.361
6.079,3.268,11.499
-1.093,6.47,9.93
1.874,5.902,-1.641
10.24,9.401,8.831
6.858,2.177,10.504
9.074,4.972,3.855
2.352,5.552,-1.898
10.528,11.018,5.983
-0.636,5.739,8.999
10.931,10.723,6.261
2.575,4.884,-1.831
-0.896,6.243,9.902
3.895,4.032,3.938
12.013,0.268,7.645
11.256,-1.334,5.004
10.78,11.966,3.513
9.094,12.883,5.385
4.507,5.096,1.877
7.878,4.684,3.781
12.122,0.024,8.419
-0.992,7.833,10.462
2.329,4.917,-1.738
-0.07,6.813,-1.888
10.609,9.018,9.215
6.793,3.076,10.461
3.71,4.035,4.277
10.174,12.524,3.742
5.647,3.036,12.047
4.157,4.449,5.266
10.531,11.551,6.089
-1.352,7.354,9.465
-0.854,6.453,9.98
10.464,10.928,5.155
4.712,5.17,1.644
-1.079,7.319,10.635
2.405,4.801,-1.871
9.733,12.729,3.912
11.211,9.156,9.361
10.133,12.353,4.04
3.565,3.781,4.319
11.559,-1.296,5.051
11.068,10.263,5.972
4.447,3.899,4.87
10.639,10.848,5.74
9.237,12.016,5.396
3.786,4.06,4.055
10.598,-1.799,4.863
8.379,4.944,3.856
10.886,8.95,9.235
11.275,-1.219,5.174
9.295,10.646,9.214
7.414,3.087,10.632
7.509,5.624,3.986
10.492,11.036,5.948
9.718,11.959,5.757
2.04,5.464,-2.072
5.611,3.355,11.386
10.114,9.716,9.363
6.852,3.243,10.911
4.853,5.21,1.438
-0.66,6.663,10.893
1.29,5.893,-2.181
9.336,9.701,8.877
4.403,4.9,4.983
9.742,12.34,5.699
4.872,5.894,2.661
9.371,12.355,5.375
-0.75,6.721,10.109
7.215,5.031,3.898
5.536,5.373,0.473
7.304,5.152,3.997
11.313,11.938,3.456
9.4,10.396,8.844
-0.854,6.265,9.627
6.142,5.243,-0.19
3.467,3.94,4.684
6.117,3.382,10.997
10.701,12.006,4.067
6.324,5.55,3.603
10.33,9.396,8.927
10.667,12.738,3.487
11.924,-0.771,6.638
5.276,5.529,1.264
10.34,12.594,3.632
0.224,6.151,-1.753
3.81,4.103,3.949
9.655,10.305,9.069
10.314,9.975,9.549
9.274,12.531,5.454
1.619,5.854,-2.19
1.515,5.33,-1.792
7.431,3.675,11.071
7.449,3.258,10.471
11.245,-0.771,6.04
1.093,6.443,-1.981
5.582,5.37,0.493
11.313,11.154,4.126
4.751,5.31,1.614
4.954,5.191,4.721
-0.96,7.394,10.406
5.284,5.709,1.654
4.678,5.561,2.275
6.431,2.991,10.762
-0.759,6.889,9.984
5.714,6.04,1.092
8.838,4.847,3.577
7.774,5.641,3.935
11.394,11.766,3.517
6.007,3.315,11.837
1.202,5.374,-1.759
11.366,10.449,6.069
10.01,9.948,9.497
10.515,-1.669,4.659
-0.948,6.891,10.347
6.67,2.643,10.874
4.07,4.566,4.478
10.984,-1.673,3.957
8.345,5.018,4.063
9.481,10.797,9.098
10.74,-1.52,5.358
7.93,5.643,3.935
6.993,3.324,10.746
10.792,8.297,8.795
7.477,3.243,10.859
0.832,6.484,-1.911
4.427,4.267,4.332
6.884,3.556,11.033
3.783,4.016,4.598
9.498,9.849,9.003
1.93,5.371,-1.979
7.632,4.893,3.664
9.855,10.252,9.464
5.421,5.692,0.891
4.071,3.999,4.371
9.807,-1.633,3.536
9.811,12.183,3.924
9.423,13.371,3.951
11.177,11.068,6.11
9.911,12.844,4.086
0.374,6.179,-1.949
9.603,13.258,3.887
4.878,5.198,1.366
5.067,5.278,1.227
11.721,-0.13,7.419
9.778,-1.688,3.455
10.776,11.229,6.074
4.493,3.915,4.697
9.013,4.689,3.604
11.006,-0.931,5.623
12.022,-0.273,8.048
11.442,11.821,3.872
12.27,0.252,7.401
10.838,8.821,9.004
6.059,5.381,-0.136
10.27,11.531,4.768
-0.921,7.249,10.564
10.419,12.389,3.835
5.623,3.043,11.858
10.205,9.086,9.257
10.28,9.295,9.103
4.611,5.567,2.687
7.952,4.608,3.688
-1.435,6.833,9.322
1.67,5.567,-2.101
9.322,12.387,5.436
2.398,4.857,-1.656
1.784,5.862,-1.627
8.271,5.111,3.69
9.313,9.333,8.773
5.792,3.217,11.271
-0.573,5.625,9.403
8.514,4.814,3.676
5.106,5.623,3.433
10.357,12.229,3.686
9.232,4.303,3.789
11.35,12.279,3.453
9.583,12.285,4.122
7.471,3.301,10.89
4.921,5.313,4.232
7.062,3.259,10.897
3.949,3.836,4.183
8.606,4.812,3.29
7.308,2.284,10.317
-0.711,7.003,10.12
4.635,5.18,2.106
-1.264,6.291,9.789
-1.04,6.169,9.766
12.037,-0.757,6.869
-1.398,6.955,10.015
6.07,3.086,11.124
11.576,-0.966,7.07
4.701,4.64,4.597
4.55,4.404,4.388
11.46,11.862,3.613
9.721,10.078,9.45
5.123,5.449,1.173
4.697,5.631,3.993
0.586,5.915,-1.815
10.358,-1.538,4.385
9.78,10.226,9.26
1.363,5.828,-1.735
8.101,5.306,3.851
10.434,8.743,9.042
10.985,10.683,5.825
-1.332,6.949,9.967
-1.064,6.133,9.598
9.24,9.593,8.872
11.166,-1.356,6.252
6.34,2.68,11.174
5.911,3.215,11.303
10.691,12.402,3.605
4.644,4.669,4.861
10.835,8.747,8.718
11.094,12.352,3.57
12.493,-0.029,7.906
5.074,4.967,0.883
-1.263,6.692,9.062
0.299,6.116,-1.852
4.087,4.124,3.901
9.931,10.257,9.144
11.152,11.016,6.142
8.144,4.88,3.706
9.733,10.781,9.478
10.953,10.8,6.312
5.554,5.708,0.721
-1.106,6.459,10.1
12.01,-0.703,6.933
11.783,-0.667,7.732
7.48,5.061,4.15
6.059,3.169,11.165
-0.457,6.718,-1.734
4.835,4.713,5.108
5.023,5.105,4.509
11.651,12.369,3.301
4.892,4.877,4.568
5.338,5.214,0.847
3.995,3.541,4.8
9.755,10.28,9.541
11.525,-1.203,5.163
8.867,5.204,3.494
11.539,-1.137,5.428
11.28,11.37,6.292
2.168,5.581,-1.924
7.911,5.507,3.95
11.1,10.509,6.356
10.316,10.861,5.522
11.111,8.996,8.93
4.556,5.521,2.418
-0.977,6.005,9.538
9.369,10.063,9.151
4.303,5.26,4.579
-1.258,7.613,9.982
0.236,6.687,-1.949
3.768,4.259,4.198
8.354,5.497,3.866
11.51,-1.061,5.84
0.932,5.881,-1.7
1.049,5.88,-1.976
11.221,-1.004,5.244
7.825,5.328,3.887
1.008,5.887,-1.507
10.731,12.153,3.689
0.618,6.562,-1.96
11.368,-1.016,6.91
-1.047,6.523,10.524
10.22,10.202,9.146
10.879,-1.559,4.208
1.165,5.344,-1.875
10.611,12.923,3.666
5.6,5.538,0.737
12.297,0.395,7.676
0.617,5.849,-1.811
10.048,8.696,8.689
11.923,11.752,3.437
6.623,5.636,3.812
5.678,3.166,11.408
4.619,5.403,2.423
9.972,9.646,9.513
4.321,3.97,4.978
8.9,4.854,3.435
9.632,12.562,3.945
12.137,-0.648,6.972
0.472,6.456,-1.862
4.412,4.396,5.096
4.027,4.14,4.794
10.492,12.386,3.541
5.474,5.939,1.677
4.531,4.527,4.435
7.552,2.582,10.54
11.086,11.719,4.072
4.98,5.481,2.04
9.685,9.582,9.062
10.759,-1.888,5.155
5.933,3.003,11.311
10.06,12.492,3.889
-1.328,6.913,9.868
-0.568,5.583,9.132
5.308,5.671,1.242
8.132,5.688,3.997
-1.396,7.667,9.835
0.682,6.291,-1.682
11.303,-1.092,5.656
11.717,-0.973,5.24
10.298,11.799,5.833
4.503,5.455,4.473
6.675,3.547,10.92
10.256,-1.208,4.468
3.916,4.6,4.256
9.567,13.055,3.869
5.971,3.539,11.257
10.657,11.369,4.138
4.42,5.311,4.419
11.397,11.163,3.929
4.532,5.251,2.122
7.57,4.975,3.651
4.576,5.265,2.082
1.909,5.835,-1.722
9.721,10.757,9.381
0.873,5.561,-1.821
8.279,5.204,3.996
10.067,11.322,5.858
11.285,11.363,3.854
-1.118,6.233,9.197
10.641,11.429,5.738
10.793,11.851,4.564
10.358,11.461,5.68
10.505,11.786,3.926
9.514,9.701,9.036
11.401,11.691,3.878
10.662,-1.779,4.586
1.883,5.797,-2.127
11.487,-0.81,5.504
4.571,5.25,4.401
9.822,9.969,9.546
4.293,5.141,4.86
11.302,8.469,9.02
4.38,4.09,4.15
4.059,4.587,5.037
7.314,3.736,11.141
10.739,12.044,4.022
10.03,13.265,3.87
7.999,5.526,3.844
11.576,9.219,9.062
0.414,6.165,-1.732
9.809,12.321,3.765
4.155,4.851,4.404
0.803,5.721,-1.999
7.792,5.483,3.93
9.375,10.58,9.155
-1.218,6.379,9.766
9.581,9.567,9.096
11.371,11.065,6.493
4.738,5.618,2.676
2.042,4.843,-1.626
5.7,5.764,0.419
5.697,3.032,11.549
5.014,4.351,5.091
-1.493,7.557,9.808
10.445,11.567,4.015
10.859,-1.299,4.298
10.296,12.681,3.468
-1.515,7.687,9.624
4.497,5.377,2.417
0.291,6.567,-1.839
10.733,-1.738,3.828
6.59,3.431,11.099
1.348,6.382,-2.036
4.297,4.661,5.077
9.561,13.006,3.856
8.079,5.299,3.838
5.537,5.777,0.965
10.555,11.274,6.282
5.674,5.919,1.03
-1.389,6.756,9.445
7.171,3.407,10.98
10.116,10.028,9.593
